,season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
5000,2021,NBA,Shaquille Harrison,harrish01,27,2TM,SG,34,0.0,333,3.8,11.5,0.333,0.4,2.4,0.188,3.4,9.2,0.371,0.353,2.7,3.3,0.818,1.0,6.1,7.1,3.7,2.5,0.7,1.6,4.9,10.8,94.0,110.0
5001,2022,NBA,Shaquille Harrison,harrish01,28,BRK,SG,2,0.0,23,4.2,12.6,0.333,0.0,4.2,0.0,4.2,8.4,0.5,0.333,0.0,0.0,,2.1,6.3,8.4,6.3,2.1,2.1,4.2,6.3,8.4,76.0,111.0
5002,2023,NBA,Shaquille Harrison,harrish01,29,POR,SG,5,0.0,120,6.1,14.6,0.417,1.2,4.1,0.3,4.9,10.6,0.462,0.458,4.5,6.1,0.733,0.4,8.5,8.9,12.2,4.5,0.8,2.4,4.9,17.9,118.0,111.0
5003,2024,NBA,Shaquille Harrison,harrish01,30,MEM,SG,3,0.0,6,8.1,16.3,0.5,0.0,0.0,,8.1,16.3,0.5,0.5,0.0,0.0,,0.0,16.3,16.3,0.0,0.0,8.1,0.0,0.0,16.3,100.0,104.0
5004,2012,NBA,Terrel Harris,harrite01,24,MIA,SG,22,1.0,318,4.8,13.7,0.349,1.3,6.5,0.205,3.5,7.3,0.477,0.398,2.3,3.5,0.667,3.0,5.5,8.4,4.3,1.5,0.3,4.1,5.6,13.2,87.0,103.0
5005,2013,NBA,Terrel Harris,harrite01,25,2TM,SG,20,0.0,137,1.6,10.6,0.148,0.0,3.1,0.0,1.6,7.5,0.211,0.148,2.8,3.9,0.7,1.6,8.7,10.2,3.5,0.8,1.2,6.7,6.7,5.9,48.0,109.0
5006,2012,NBA,Tobias Harris,harrito02,19,MIL,SF,42,9.0,479,8.4,18.1,0.467,0.6,2.5,0.261,7.8,15.6,0.5,0.485,4.7,5.8,0.815,3.2,7.6,10.8,2.4,1.4,0.7,3.3,4.8,22.2,104.0,106.0
5007,2013,NBA,Tobias Harris,harrito02,20,2TM,SF,55,34.0,1299,9.3,20.4,0.455,1.4,4.3,0.315,7.9,16.1,0.493,0.488,4.1,5.5,0.752,2.9,8.5,11.4,2.7,1.3,1.8,2.6,4.8,24.0,105.0,107.0
5008,2014,NBA,Tobias Harris,harrito02,21,ORL,PF,61,36.0,1850,9.2,19.8,0.464,0.9,3.5,0.254,8.3,16.3,0.508,0.486,5.5,6.8,0.807,2.4,9.3,11.7,2.3,1.1,0.7,2.2,4.0,24.7,108.0,107.0
5009,2015,NBA,Tobias Harris,harrito02,22,ORL,SF,68,63.0,2369,9.5,20.5,0.466,1.9,5.2,0.364,7.7,15.3,0.5,0.512,4.2,5.3,0.788,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,107.0,108.0
5010,2016,NBA,Tobias Harris,harrito02,23,2TM,PF,76,74.0,2513,8.3,17.7,0.469,1.6,4.8,0.335,6.7,13.0,0.518,0.514,4.0,4.9,0.831,1.9,8.3,10.2,3.4,1.3,0.8,2.2,3.1,22.3,112.0,107.0
5011,2017,NBA,Tobias Harris,harrito02,24,DET,PF,82,48.0,2567,10.1,20.9,0.481,2.1,6.2,0.347,7.9,14.7,0.537,0.532,3.7,4.4,0.841,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26.0,113.0,108.0
5012,2018,NBA,Tobias Harris,harrito02,25,2TM,PF,80,80.0,2668,10.4,22.6,0.46,3.4,8.2,0.411,7.0,14.4,0.488,0.535,3.3,4.0,0.829,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,112.0,110.0
5013,2019,NBA,Tobias Harris,harrito02,26,2TM,PF,82,82.0,2847,10.1,20.8,0.487,2.6,6.5,0.397,7.5,14.3,0.528,0.549,4.4,5.1,0.866,1.1,9.6,10.7,3.8,0.8,0.6,2.5,3.1,27.3,114.0,111.0
5014,2020,NBA,Tobias Harris,harrito02,27,PHI,PF,72,72.0,2469,10.9,23.0,0.471,2.6,7.0,0.367,8.3,16.0,0.517,0.527,3.4,4.2,0.806,1.4,8.4,9.7,4.5,1.0,0.8,2.0,3.2,27.7,113.0,110.0
5015,2021,NBA,Tobias Harris,harrito02,28,PHI,PF,62,62.0,2014,11.3,22.1,0.512,2.0,5.0,0.394,9.4,17.1,0.546,0.556,4.4,4.9,0.892,1.5,8.5,10.0,5.3,1.3,1.2,2.6,2.8,29.0,118.0,108.0
5016,2022,NBA,Tobias Harris,harrito02,29,PHI,PF,73,73.0,2543,9.7,20.0,0.482,2.0,5.4,0.367,7.7,14.7,0.525,0.532,3.3,4.0,0.842,1.5,8.2,9.7,4.9,0.9,0.8,2.3,3.2,24.7,113.0,112.0
5017,2023,NBA,Tobias Harris,harrito02,30,PHI,SF,74,74.0,2436,8.6,17.2,0.501,2.6,6.6,0.389,6.0,10.6,0.57,0.575,2.3,2.6,0.876,1.4,7.3,8.6,3.8,1.4,0.8,1.8,3.0,22.1,118.0,114.0
5018,2024,NBA,Tobias Harris,harrito02,31,PHI,PF,70,70.0,2368,9.6,19.8,0.487,1.9,5.4,0.353,7.7,14.4,0.537,0.535,3.9,4.4,0.878,1.7,7.8,9.4,4.5,1.5,1.0,1.9,2.4,25.0,118.0,114.0
5019,2025,NBA,Tobias Harris,harrito02,32,DET,PF,73,73.0,2305,8.0,16.8,0.477,1.9,5.5,0.345,6.1,11.3,0.542,0.534,3.0,3.5,0.861,1.4,7.7,9.0,3.4,1.5,1.2,1.8,2.9,20.9,116.0,113.0
5020,2019,NBA,Isaiah Hartenstein,harteis01,20,HOU,PF,28,0.0,221,4.4,9.1,0.488,0.4,1.3,0.333,4.0,7.8,0.514,0.512,2.4,3.1,0.786,4.7,5.8,10.4,3.3,1.6,2.7,2.9,12.4,11.8,114.0,109.0
5021,2020,NBA,Isaiah Hartenstein,harteis01,21,HOU,C,23,2.0,266,7.7,11.7,0.657,0.0,0.9,0.0,7.7,10.8,0.71,0.657,3.3,4.9,0.679,5.0,10.6,15.7,3.1,1.6,2.1,2.8,7.1,18.6,128.0,107.0
5022,2021,NBA,Isaiah Hartenstein,harteis01,22,2TM,C,46,2.0,559,8.3,15.1,0.55,0.2,0.5,0.333,8.1,14.6,0.558,0.556,4.1,6.3,0.648,5.7,10.2,16.0,4.9,1.7,3.4,3.9,9.2,20.8,114.0,108.0
5023,2022,NBA,Isaiah Hartenstein,harteis01,23,LAC,C,68,0.0,1216,9.2,14.7,0.626,0.6,1.2,0.467,8.7,13.5,0.64,0.645,3.7,5.3,0.689,4.7,8.7,13.4,6.4,2.0,3.1,3.4,6.7,22.7,127.0,106.0
5024,2023,NBA,Isaiah Hartenstein,harteis01,24,NYK,C,82,8.0,1626,5.3,9.9,0.535,0.2,1.1,0.216,5.1,8.8,0.576,0.547,1.5,2.2,0.676,6.4,9.9,16.3,3.1,1.6,1.9,2.0,6.5,12.3,124.0,111.0
5025,2024,NBA,Isaiah Hartenstein,harteis01,25,NYK,C,75,49.0,1896,6.2,9.7,0.644,0.0,0.1,0.333,6.2,9.6,0.646,0.645,3.0,4.2,0.707,6.5,10.2,16.6,5.0,2.3,2.3,2.5,5.6,15.5,136.0,108.0
5026,2025,NBA,Isaiah Hartenstein,harteis01,26,OKC,C,57,53.0,1590,8.4,14.5,0.581,0.0,0.6,0.0,8.4,13.9,0.605,0.581,2.4,3.5,0.675,4.9,13.5,18.4,6.6,1.4,1.9,2.9,5.2,19.2,124.0,104.0
5027,2001,NBA,Jason Hart,hartja01,22,MIL,PG,1,0.0,10,5.2,5.2,1.0,0.0,0.0,,5.2,5.2,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,5.2,0.0,0.0,10.4,0.0,10.4,64.0,114.0
5028,2002,NBA,Jason Hart,hartja01,23,SAS,PG,10,0.0,92,5.8,11.0,0.526,0.0,1.2,0.0,5.8,9.9,0.588,0.526,3.5,3.5,1.0,2.3,5.2,7.5,7.0,4.1,0.6,4.6,9.3,15.1,106.0,97.0
5029,2004,NBA,Jason Hart,hartja01,25,SAS,PG,53,5.0,660,5.8,13.0,0.447,0.2,0.7,0.222,5.6,12.2,0.46,0.453,2.7,3.5,0.767,0.8,5.6,6.4,6.6,2.3,0.4,2.4,4.8,14.4,104.0,95.0
5030,2005,NBA,Jason Hart,hartja01,26,CHA,PG,74,27.0,1887,7.1,15.8,0.449,1.0,2.6,0.368,6.1,13.2,0.464,0.479,4.3,5.5,0.785,0.5,5.1,5.6,10.1,2.7,0.4,2.8,4.6,19.5,112.0,107.0
5031,2006,NBA,Jason Hart,hartja01,27,SAC,PG,66,0.0,818,5.5,14.1,0.389,0.6,2.0,0.29,4.9,12.1,0.405,0.41,2.4,3.6,0.661,0.8,3.8,4.5,4.5,2.0,0.3,2.7,5.4,13.9,89.0,107.0
5032,2007,NBA,Jason Hart,hartja01,28,2TM,PG,36,22.0,846,6.2,13.9,0.446,0.4,1.8,0.241,5.8,12.1,0.477,0.462,2.6,2.9,0.894,0.9,5.2,6.1,6.4,2.7,0.1,2.4,5.2,15.5,105.0,106.0
5033,2008,NBA,Jason Hart,hartja01,29,UTA,PG,57,0.0,606,4.9,15.3,0.322,0.9,2.6,0.355,4.0,12.7,0.315,0.353,3.2,3.8,0.844,0.4,4.2,4.7,7.3,2.5,0.3,2.4,6.4,14.0,95.0,107.0
5034,2009,NBA,Jason Hart,hartja01,30,2TM,PG,39,2.0,348,4.5,14.0,0.319,0.0,0.9,0.0,4.5,13.2,0.341,0.319,2.7,3.4,0.783,1.9,4.9,6.9,7.2,1.8,0.6,3.3,5.8,11.7,85.0,112.0
5035,2010,NBA,Jason Hart,hartja01,31,2TM,PG,5,0.0,22,2.3,4.7,0.5,0.0,0.0,,2.3,4.7,0.5,0.5,0.0,0.0,,0.0,4.7,4.7,14.0,4.7,2.3,7.0,9.3,4.7,79.0,103.0
5036,2018,NBA,Josh Hart,hartjo01,22,LAL,SG,63,23.0,1461,5.8,12.3,0.469,2.6,6.5,0.396,3.2,5.8,0.551,0.573,2.2,3.1,0.702,1.4,7.2,8.6,2.6,1.5,0.5,1.5,3.5,16.2,116.0,109.0
5037,2019,NBA,Josh Hart,hartjo01,23,LAL,SG,67,22.0,1715,5.1,12.6,0.407,2.5,7.4,0.336,2.6,5.2,0.511,0.506,1.5,2.2,0.688,0.9,5.8,6.7,2.5,1.7,1.1,1.6,4.0,14.2,103.0,110.0
5038,2020,NBA,Josh Hart,hartjo01,24,NOP,SF,65,16.0,1755,5.9,14.0,0.423,3.2,9.3,0.342,2.7,4.7,0.584,0.537,2.2,3.0,0.739,1.6,9.6,11.2,2.8,1.7,0.6,2.0,4.2,17.3,110.0,111.0
5039,2021,NBA,Josh Hart,hartjo01,25,NOP,SF,47,4.0,1349,5.4,12.2,0.439,2.2,6.9,0.326,3.1,5.4,0.583,0.531,2.5,3.2,0.775,1.9,11.5,13.4,3.9,1.4,0.4,1.7,3.9,15.4,117.0,113.0
5040,2022,NBA,Josh Hart,hartjo01,26,2TM,SG,54,53.0,1791,7.9,15.6,0.504,2.0,5.9,0.343,5.9,9.8,0.601,0.569,4.4,5.8,0.758,1.7,9.0,10.7,6.2,1.7,0.4,3.1,4.1,22.2,117.0,113.0
5041,2023,NBA,Josh Hart,hartjo01,27,2TM,SF,76,52.0,2454,5.5,10.4,0.529,1.2,3.3,0.372,4.3,7.1,0.601,0.588,2.6,3.5,0.75,2.8,9.0,11.8,5.8,1.8,0.4,2.3,3.9,14.8,125.0,116.0
5042,2024,NBA,Josh Hart,hartjo01,28,NYK,SF,81,42.0,2707,5.5,12.6,0.434,1.5,4.8,0.31,4.0,7.8,0.511,0.493,1.7,2.1,0.791,2.4,10.2,12.6,6.2,1.4,0.4,2.2,3.2,14.2,115.0,113.0
5043,2025,NBA,Josh Hart,hartjo01,29,NYK,SG,77,77.0,2897,6.9,13.2,0.525,1.4,4.3,0.333,5.5,8.9,0.618,0.579,2.7,3.5,0.776,2.8,9.9,12.6,7.8,2.0,0.5,2.7,3.4,18.0,125.0,112.0
5044,2000,NBA,Antonio Harvey,harvean01,29,POR,PF,19,0.0,137,6.6,11.7,0.567,0.0,0.0,,6.6,11.7,0.567,0.567,2.7,4.7,0.583,3.1,9.7,12.9,1.9,0.4,2.3,4.7,7.8,16.0,94.0,100.0
5045,2001,NBA,Antonio Harvey,harvean01,30,POR,PF,12,0.0,72,9.7,20.9,0.464,0.0,0.0,,9.7,20.9,0.464,0.464,3.7,4.5,0.833,3.7,6.7,10.5,3.0,0.7,4.5,2.2,7.5,23.2,106.0,101.0
5046,2002,NBA,Antonio Harvey,harvean01,31,SEA,PF,5,3.0,47,4.6,13.8,0.333,0.0,0.0,,4.6,13.8,0.333,0.333,1.1,2.3,0.5,5.7,4.6,10.3,5.7,1.1,3.4,3.4,9.2,10.3,87.0,106.0
5047,2003,NBA,Antonio Harvey,harvean01,32,ATL,PF,4,0.0,32,3.3,8.2,0.4,0.0,0.0,,3.3,8.2,0.4,0.4,0.0,0.0,,1.6,8.2,9.9,0.0,1.6,6.6,4.9,11.5,6.6,55.0,100.0
5048,2001,NBA,Donnell Harvey,harvedo01,20,DAL,PF,18,0.0,65,6.3,11.1,0.571,0.0,0.0,,6.3,11.1,0.571,0.571,4.8,12.7,0.375,4.8,11.1,15.8,1.6,2.4,0.8,5.5,11.9,17.4,88.0,98.0
5049,2002,NBA,Donnell Harvey,harvedo01,21,2TM,PF,47,4.0,841,6.8,13.6,0.498,0.0,0.0,,6.8,13.6,0.498,0.498,3.4,5.7,0.6,5.0,9.2,14.3,2.3,1.3,1.5,2.1,7.2,17.0,110.0,106.0
5050,2003,NBA,Donnell Harvey,harvedo01,22,DEN,SF,77,27.0,1613,8.0,18.0,0.446,0.0,0.2,0.143,8.0,17.8,0.45,0.447,3.9,5.8,0.67,4.1,9.3,13.4,3.3,1.6,0.9,4.0,6.6,20.0,94.0,100.0
5051,2004,NBA,Donnell Harvey,harvedo01,23,2TM,PF,60,8.0,783,5.9,13.4,0.443,0.0,0.2,0.0,5.9,13.2,0.449,0.443,4.1,5.5,0.735,3.2,7.7,10.9,1.4,1.6,1.8,3.0,8.6,16.0,97.0,106.0
5052,2005,NBA,Donnell Harvey,harvedo01,24,NJN,PF,3,0.0,16,6.7,6.7,1.0,0.0,0.0,,6.7,6.7,1.0,1.0,13.5,13.5,1.0,6.7,16.8,23.6,3.4,3.4,3.4,3.4,6.7,26.9,175.0,90.0
5053,2004,NBA,Udonis Haslem,hasleud01,23,MIA,PF,75,24.0,1795,6.2,13.6,0.459,0.0,0.1,0.0,6.2,13.5,0.462,0.459,4.3,5.6,0.765,5.7,8.6,14.4,1.6,1.0,0.7,2.2,6.0,16.7,109.0,102.0
5054,2005,NBA,Udonis Haslem,hasleud01,24,MIA,PF,80,80.0,2675,6.8,12.7,0.54,0.0,0.1,0.0,6.8,12.6,0.543,0.54,3.5,4.4,0.791,4.7,9.6,14.3,2.1,1.2,0.8,2.2,5.1,17.2,118.0,102.0
5055,2006,NBA,Udonis Haslem,hasleud01,25,MIA,PF,81,80.0,2491,6.3,12.4,0.508,0.0,0.0,0.0,6.3,12.4,0.509,0.508,3.3,4.2,0.789,3.5,9.8,13.3,2.0,1.1,0.4,1.7,4.5,15.9,116.0,105.0
5056,2007,NBA,Udonis Haslem,hasleud01,26,MIA,PF,79,79.0,2483,7.6,15.4,0.492,0.0,0.1,0.0,7.6,15.3,0.495,0.492,3.0,4.4,0.68,4.0,10.0,14.1,2.1,1.1,0.6,2.4,5.1,18.1,106.0,105.0
5057,2008,NBA,Udonis Haslem,hasleud01,27,MIA,PF,49,48.0,1805,7.0,14.9,0.467,0.0,0.0,,7.0,14.9,0.467,0.467,3.4,4.2,0.81,3.2,9.9,13.1,2.0,1.1,0.5,2.0,4.3,17.4,104.0,109.0
5058,2009,NBA,Udonis Haslem,hasleud01,28,MIA,PF,75,75.0,2560,6.9,13.4,0.518,0.0,0.0,,6.9,13.4,0.518,0.518,2.7,3.5,0.753,3.5,9.4,12.9,1.8,0.9,0.5,1.7,4.3,16.6,113.0,108.0
5059,2010,NBA,Udonis Haslem,hasleud01,29,MIA,PF,78,0.0,2177,7.7,15.5,0.494,0.0,0.0,,7.7,15.5,0.494,0.494,3.6,4.7,0.762,4.1,11.4,15.5,1.3,0.7,0.6,1.8,4.3,19.0,111.0,104.0
5060,2011,NBA,Udonis Haslem,hasleud01,30,MIA,PF,13,0.0,345,6.7,13.2,0.512,0.0,0.0,,6.7,13.2,0.512,0.512,2.4,3.1,0.8,4.4,11.8,16.2,0.9,1.1,0.5,2.1,6.0,15.9,110.0,102.0
5061,2012,NBA,Udonis Haslem,hasleud01,31,MIA,PF,64,10.0,1589,5.0,11.8,0.423,0.0,0.0,,5.0,11.8,0.423,0.423,2.7,3.4,0.814,3.9,11.7,15.6,1.4,1.2,0.8,2.0,4.7,12.8,102.0,99.0
5062,2013,NBA,Udonis Haslem,hasleud01,32,MIA,PF,75,59.0,1414,4.8,9.4,0.514,0.0,0.0,,4.8,9.4,0.514,0.514,1.2,1.7,0.711,3.6,11.5,15.1,1.4,1.1,0.6,1.7,6.5,10.9,110.0,103.0
5063,2014,NBA,Udonis Haslem,hasleud01,33,MIA,PF,46,18.0,653,6.0,11.8,0.507,0.0,0.0,,6.0,11.8,0.507,0.507,2.0,3.5,0.568,3.4,10.7,14.1,1.0,0.9,1.2,1.9,6.4,13.9,104.0,105.0
5064,2015,NBA,Udonis Haslem,hasleud01,34,MIA,PF,62,25.0,995,5.7,12.7,0.448,0.1,0.5,0.2,5.6,12.2,0.459,0.452,2.4,3.4,0.703,3.8,9.9,13.7,2.4,1.1,0.7,2.2,6.0,13.8,102.0,106.0
5065,2016,NBA,Udonis Haslem,hasleud01,35,MIA,PF,37,0.0,260,4.5,12.0,0.377,0.2,1.8,0.111,4.3,10.3,0.423,0.385,2.4,3.2,0.75,2.0,12.8,14.8,2.8,1.0,0.4,1.0,4.9,11.6,99.0,103.0
5066,2017,NBA,Udonis Haslem,hasleud01,36,MIA,C,16,0.0,130,4.3,8.9,0.478,0.0,1.2,0.0,4.3,7.8,0.55,0.478,3.5,5.8,0.6,3.1,10.9,14.0,2.3,2.3,0.4,3.1,8.5,12.0,98.0,103.0
5067,2018,NBA,Udonis Haslem,hasleud01,37,MIA,C,14,0.0,72,2.1,10.5,0.2,0.7,5.6,0.125,1.4,4.9,0.286,0.233,0.7,1.4,0.5,2.1,4.9,7.0,3.5,0.0,1.4,1.4,2.1,5.6,71.0,111.0
5068,2019,NBA,Udonis Haslem,hasleud01,38,MIA,C,10,1.0,74,7.3,21.8,0.333,0.0,7.9,0.0,7.3,13.9,0.524,0.333,2.0,2.6,0.75,2.0,15.8,17.8,1.3,0.0,0.0,2.0,5.9,16.5,77.0,107.0
5069,2020,NBA,Udonis Haslem,hasleud01,39,MIA,C,4,1.0,44,4.4,12.2,0.364,1.1,3.3,0.333,3.3,8.9,0.375,0.409,3.3,4.4,0.75,1.1,16.6,17.7,1.1,0.0,0.0,1.1,6.7,13.3,97.0,109.0
5070,2021,NBA,Udonis Haslem,hasleud01,40,MIA,C,1,0.0,3,33.1,33.1,1.0,0.0,0.0,,33.1,33.1,1.0,1.0,0.0,0.0,,0.0,16.6,16.6,0.0,0.0,0.0,0.0,0.0,66.2,200.0,111.0
5071,2022,NBA,Udonis Haslem,hasleud01,41,MIA,C,13,0.0,83,8.4,18.7,0.452,0.6,2.4,0.25,7.8,16.3,0.481,0.468,1.8,1.8,1.0,2.4,12.7,15.1,2.4,0.6,0.6,3.0,9.0,19.3,96.0,108.0
5072,2023,NBA,Udonis Haslem,hasleud01,42,MIA,C,7,1.0,71,7.0,20.4,0.345,2.1,6.3,0.333,4.9,14.0,0.35,0.397,2.8,3.5,0.8,2.8,4.9,7.7,0.0,0.7,1.4,0.7,7.7,19.0,94.0,115.0
5073,2002,NBA,Trenton Hassell,hassetr01,22,CHI,SG,78,47.0,2237,6.3,14.9,0.425,1.4,3.9,0.364,4.9,11.0,0.447,0.473,2.1,2.7,0.763,1.5,4.5,6.0,4.1,1.3,1.0,2.4,4.4,16.1,99.0,110.0
5074,2003,NBA,Trenton Hassell,hassetr01,23,CHI,SG,82,53.0,1999,3.7,10.1,0.367,0.3,1.0,0.325,3.4,9.0,0.372,0.384,1.1,1.4,0.745,0.9,5.6,6.5,3.9,1.2,1.6,2.1,5.1,8.8,86.0,107.0
5075,2004,NBA,Trenton Hassell,hassetr01,24,MIN,SG,81,74.0,2264,4.2,9.1,0.465,0.1,0.3,0.308,4.1,8.8,0.47,0.47,1.1,1.5,0.787,1.6,4.5,6.1,3.2,0.9,1.3,1.1,4.8,9.7,107.0,103.0
5076,2005,NBA,Trenton Hassell,hassetr01,25,MIN,SG,82,51.0,2068,5.9,12.4,0.474,0.0,0.3,0.091,5.8,12.1,0.483,0.475,2.3,3.0,0.789,2.1,3.6,5.7,3.3,0.8,0.8,1.7,5.2,14.1,108.0,111.0
5077,2006,NBA,Trenton Hassell,hassetr01,26,MIN,SG,77,67.0,2514,6.2,13.2,0.464,0.2,0.5,0.304,6.0,12.8,0.47,0.47,2.8,3.8,0.744,1.8,2.9,4.6,4.4,0.9,0.6,2.7,4.3,15.3,101.0,109.0
5078,2007,NBA,Trenton Hassell,hassetr01,27,MIN,SG,76,68.0,2223,5.2,10.5,0.49,0.1,0.6,0.24,5.0,9.9,0.505,0.497,1.7,2.2,0.783,2.0,3.8,5.8,4.8,0.5,0.6,1.9,3.4,12.2,109.0,112.0
5079,2008,NBA,Trenton Hassell,hassetr01,28,2TM,SG,63,6.0,773,3.9,9.2,0.422,0.1,0.6,0.222,3.8,8.6,0.437,0.43,0.5,0.7,0.7,1.4,4.3,5.7,2.8,0.9,0.2,1.5,6.2,8.4,93.0,111.0
5080,2009,NBA,Trenton Hassell,hassetr01,29,NJN,SF,53,31.0,1094,4.2,9.3,0.45,0.1,0.4,0.25,4.1,8.9,0.459,0.455,1.0,1.2,0.8,2.4,4.7,7.1,2.5,1.0,0.8,1.5,4.5,9.5,103.0,114.0
5081,2010,NBA,Trenton Hassell,hassetr01,30,NJN,SF,52,31.0,1106,4.3,10.4,0.411,0.0,0.2,0.0,4.3,10.2,0.421,0.411,2.5,3.3,0.754,2.7,4.6,7.2,2.4,0.8,0.4,2.2,4.3,11.0,94.0,114.0
5082,2002,NBA,Kirk Haston,hastoki01,22,CHH,PF,15,0.0,77,7.6,27.1,0.282,0.0,2.1,0.0,7.6,25.0,0.306,0.282,2.8,5.6,0.5,3.5,10.4,13.9,3.5,0.0,0.7,2.1,6.3,18.1,75.0,105.0
5083,2003,NBA,Kirk Haston,hastoki01,23,NOH,SF,12,0.0,57,1.9,16.0,0.118,0.0,2.8,0.0,1.9,13.2,0.143,0.118,1.9,3.8,0.5,0.0,6.6,6.6,2.8,0.0,4.7,6.6,9.4,5.7,33.0,102.0
5084,2022,NBA,Sam Hauser,hausesa01,24,BOS,SF,26,0.0,158,7.2,15.7,0.46,6.0,13.8,0.432,1.3,1.9,0.667,0.65,0.0,0.0,,1.6,7.5,9.1,3.1,0.3,0.6,0.6,2.2,20.4,133.0,110.0
5085,2023,NBA,Sam Hauser,hausesa01,25,BOS,SF,80,8.0,1290,6.8,15.0,0.455,5.3,12.7,0.418,1.5,2.3,0.656,0.631,0.5,0.6,0.706,1.3,6.4,7.7,2.7,1.1,0.8,1.1,3.7,19.3,124.0,113.0
5086,2024,NBA,Sam Hauser,hausesa01,26,BOS,SF,79,13.0,1741,7.1,15.8,0.446,5.6,13.2,0.424,1.5,2.6,0.559,0.623,0.5,0.5,0.895,1.3,6.6,7.8,2.3,1.1,0.7,0.9,2.8,20.2,126.0,114.0
5087,2025,NBA,Sam Hauser,hausesa01,27,BOS,PF,71,19.0,1541,7.0,15.4,0.451,5.4,13.0,0.416,1.6,2.4,0.64,0.627,0.4,0.4,1.0,1.4,5.9,7.3,2.1,1.3,0.4,0.7,2.8,19.7,128.0,113.0
5088,2008,NBA,Spencer Hawes,hawessp01,19,SAC,C,71,8.0,931,8.0,17.3,0.459,0.2,1.1,0.19,7.7,16.2,0.478,0.465,2.1,3.2,0.655,3.7,8.8,12.5,2.4,0.8,2.2,3.0,7.0,18.2,97.0,109.0
5089,2009,NBA,Spencer Hawes,hawessp01,20,SAC,C,77,51.0,2259,8.4,18.0,0.466,0.9,2.6,0.348,7.5,15.4,0.486,0.491,2.0,3.1,0.662,3.3,9.0,12.4,3.4,1.0,2.1,3.6,5.6,19.8,98.0,113.0
5090,2010,NBA,Spencer Hawes,hawessp01,21,SAC,C,72,59.0,1904,8.4,17.9,0.468,0.7,2.3,0.299,7.7,15.5,0.494,0.488,2.0,2.8,0.689,3.9,7.8,11.7,4.2,0.9,2.2,3.5,5.4,19.4,101.0,109.0
5091,2011,NBA,Spencer Hawes,hawessp01,22,PHI,C,81,81.0,1718,8.0,17.3,0.465,0.3,1.1,0.243,7.8,16.2,0.48,0.473,1.4,2.7,0.534,3.9,10.2,14.2,3.7,0.9,2.2,3.0,6.1,17.8,97.0,103.0
5092,2012,NBA,Spencer Hawes,hawessp01,23,PHI,C,37,29.0,920,9.1,18.6,0.489,0.2,0.7,0.25,8.9,17.9,0.498,0.494,2.3,3.2,0.727,4.5,11.2,15.7,5.7,0.9,2.8,3.2,5.8,20.7,105.0,97.0
5093,2013,NBA,Spencer Hawes,hawessp01,24,PHI,C,82,40.0,2233,8.9,19.2,0.464,0.7,2.1,0.356,8.1,17.1,0.477,0.483,2.9,3.7,0.777,4.1,9.8,13.9,4.3,0.6,2.7,3.1,5.5,21.4,103.0,104.0
5094,2014,NBA,Spencer Hawes,hawessp01,25,2TM,C,80,78.0,2470,8.1,17.7,0.456,2.6,6.2,0.416,5.5,11.5,0.478,0.529,2.4,3.0,0.783,2.6,10.6,13.2,4.8,0.9,1.9,3.5,4.7,21.1,105.0,107.0
5095,2015,NBA,Spencer Hawes,hawessp01,26,LAC,PF,73,15.0,1274,6.5,16.5,0.393,2.2,7.0,0.313,4.3,9.5,0.452,0.459,1.8,2.7,0.647,1.2,9.1,10.3,3.5,1.0,2.1,2.4,6.9,16.9,95.0,104.0
5096,2016,NBA,Spencer Hawes,hawessp01,27,CHO,PF,57,6.0,1035,6.0,14.8,0.405,1.8,4.9,0.373,4.2,9.9,0.422,0.467,2.6,3.2,0.831,2.5,9.4,11.8,5.3,1.1,1.3,2.8,5.4,16.5,103.0,104.0
5097,2017,NBA,Spencer Hawes,hawessp01,28,2TM,PF,54,1.0,797,8.5,17.5,0.484,1.6,5.1,0.309,6.9,12.4,0.556,0.529,2.8,3.3,0.846,2.4,9.7,12.1,5.1,0.9,1.9,3.1,4.9,21.3,108.0,107.0
5098,1999,NBA,Hersey Hawkins,hawkihe01,32,SEA,SG,50,34.0,1644,5.6,13.3,0.419,1.8,5.9,0.306,3.8,7.4,0.509,0.487,3.9,4.3,0.902,1.7,4.9,6.5,4.0,2.6,0.6,2.6,2.9,16.8,110.0,106.0
5099,2000,NBA,Hersey Hawkins,hawkihe01,33,CHI,SG,61,49.0,1622,5.3,12.4,0.424,1.8,4.7,0.39,3.4,7.7,0.444,0.497,3.5,3.9,0.899,1.0,4.8,5.8,4.4,2.4,0.5,3.3,4.8,15.9,103.0,105.0
