season,team,g,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,lg,mov,sos,srs,o_rtg,d_rtg,n_rtg,pace,f_tr,x3p_ar,ts_percent,e_fg_percent,tov_percent,orb_percent,ft_fga,opp_e_fg_percent,opp_tov_percent,drb_percent,opp_ft_fga,era,cluster,cluster_label,team_full,user_id
2018,Chicago Bulls,82,19855,39.0,89.6,0.435,11.1,31.3,0.355,27.8,58.2,0.478,14.7,19.4,0.759,9.7,35.3,45.0,23.6,7.7,3.6,14.1,19.3,103.8,NBA,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.216,0.35,0.529,0.497,12.6,20.6,0.164,0.542,12.4,80.6,0.184,2016-present,2,Rebuilder,Chicago Bulls,Chicago Bulls_2018
2018,Charlotte Hornets,82,19780,39.4,87.6,0.45,10.2,27.5,0.369,29.3,60.1,0.487,20.4,27.3,0.747,10.2,35.8,46.0,21.8,6.9,4.6,12.8,17.4,109.4,NBA,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,2016-present,0,Playoff Team,Charlotte Hornets,Charlotte Hornets_2018
2018,Cleveland Cavaliers,82,19730,41.1,86.3,0.476,12.2,32.7,0.372,28.9,53.6,0.54,18.5,23.7,0.779,8.6,34.3,42.9,23.8,7.2,3.9,14.0,18.9,112.9,NBA,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,2016-present,0,Playoff Team,Cleveland Cavaliers,Cleveland Cavaliers_2018
2018,Dallas Mavericks,82,19805,39.6,89.2,0.444,12.3,34.1,0.36,27.4,55.2,0.496,14.8,19.4,0.763,8.4,34.4,42.9,23.5,7.3,3.9,12.8,20.0,106.3,NBA,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,0.513,11.5,18.0,0.166,0.532,12.8,78.9,0.193,2016-present,2,Rebuilder,Dallas Mavericks,Dallas Mavericks_2018
2018,Denver Nuggets,82,19880,41.6,88.6,0.47,11.7,31.6,0.371,29.9,56.9,0.525,17.5,22.8,0.767,11.2,34.3,45.5,25.7,7.8,5.0,15.3,19.1,112.5,NBA,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,2016-present,0,Playoff Team,Denver Nuggets,Denver Nuggets_2018
2018,Detroit Pistons,82,19805,40.4,89.8,0.45,11.2,29.9,0.373,29.2,59.9,0.488,15.2,20.4,0.745,10.5,34.7,45.2,23.5,7.9,4.0,13.9,19.0,107.2,NBA,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,2016-present,4,Defensive Powerhouse,Detroit Pistons,Detroit Pistons_2018
2018,Golden State Warriors,82,19730,42.9,85.3,0.503,11.3,28.9,0.391,31.6,56.3,0.56,16.6,20.4,0.815,8.4,35.1,43.6,29.3,8.0,7.5,15.5,19.6,113.6,NBA,5.98,-0.19,5.79,113.6,107.7,5.9,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,0.504,12.6,76.3,0.186,2016-present,1,Pace & Space,Golden State Warriors,Golden State Warriors_2018
2018,Houston Rockets,82,19755,39.5,86.0,0.46,15.6,43.2,0.362,23.9,42.8,0.558,20.0,25.7,0.781,9.2,35.2,44.4,22.0,8.7,4.9,14.1,19.9,114.7,NBA,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,2016-present,0,Playoff Team,Houston Rockets,Houston Rockets_2018
2018,Indiana Pacers,82,19755,42.3,89.6,0.472,9.4,25.4,0.369,32.9,64.2,0.513,15.5,19.9,0.779,10.0,34.0,43.9,23.0,9.1,4.3,13.8,19.5,109.5,NBA,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,2016-present,4,Defensive Powerhouse,Indiana Pacers,Indiana Pacers_2018
2018,Los Angeles Clippers,82,19705,40.7,86.4,0.471,9.6,27.1,0.354,31.2,59.3,0.525,19.2,25.8,0.743,10.3,34.1,44.4,22.6,7.7,4.6,14.9,20.2,110.3,NBA,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,2016-present,0,Playoff Team,Los Angeles Clippers,Los Angeles Clippers_2018
2018,Los Angeles Lakers,82,19905,40.1,87.1,0.461,9.9,28.6,0.345,30.2,58.4,0.517,16.4,23.0,0.714,10.5,35.2,45.7,23.4,7.6,4.7,15.6,20.9,106.5,NBA,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.264,0.329,0.548,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,2016-present,4,Defensive Powerhouse,Los Angeles Lakers,Los Angeles Lakers_2018
2018,Memphis Grizzlies,82,19705,38.7,87.1,0.444,9.7,27.6,0.352,28.9,59.5,0.486,17.5,22.2,0.786,10.0,32.6,42.6,22.7,7.9,5.1,15.7,24.4,104.5,NBA,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.255,0.317,0.539,0.5,14.0,22.4,0.201,0.529,13.8,76.5,0.256,2016-present,2,Rebuilder,Memphis Grizzlies,Memphis Grizzlies_2018
2018,Miami Heat,82,19930,40.1,88.1,0.455,11.4,31.6,0.36,28.7,56.6,0.508,15.2,20.2,0.755,9.6,35.3,44.9,23.5,7.8,5.5,14.8,20.8,106.8,NBA,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79.0,0.215,2016-present,4,Defensive Powerhouse,Miami Heat,Miami Heat_2018
2018,Milwaukee Bucks,82,19830,41.0,85.6,0.478,9.0,25.4,0.355,31.9,60.1,0.531,18.8,24.1,0.783,8.7,32.4,41.1,24.0,9.1,5.6,14.3,22.0,109.8,NBA,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.3,0.281,0.297,0.571,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,2016-present,4,Defensive Powerhouse,Milwaukee Bucks,Milwaukee Bucks_2018
2018,Minnesota Timberwolves,82,19805,42.5,89.2,0.476,8.3,23.3,0.357,34.2,65.9,0.519,20.1,25.0,0.804,10.7,32.7,43.4,23.5,8.7,4.4,12.9,18.9,113.4,NBA,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,2016-present,0,Playoff Team,Minnesota Timberwolves,Minnesota Timberwolves_2018
2018,New Orleans Pelicans,82,19955,41.9,86.6,0.483,10.0,27.7,0.362,31.9,59.0,0.54,15.8,20.5,0.772,8.5,35.0,43.5,26.3,7.9,5.8,14.6,18.8,109.6,NBA,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,0.513,12.5,76.7,0.175,2016-present,0,Playoff Team,New Orleans Pelicans,New Orleans Pelicans_2018
2018,New York Knicks,82,19830,41.7,89.9,0.464,8.4,23.9,0.352,33.3,66.0,0.504,15.3,19.5,0.787,10.7,34.4,45.1,23.9,6.9,5.3,15.1,21.0,107.1,NBA,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.1,76.7,0.208,2016-present,2,Rebuilder,New York Knicks,New York Knicks_2018
2018,Oklahoma City Thunder,82,19830,40.9,90.4,0.453,11.0,31.2,0.354,29.9,59.2,0.505,17.8,24.8,0.716,12.8,33.4,46.2,21.9,9.3,5.2,14.4,20.7,110.7,NBA,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,2016-present,4,Defensive Powerhouse,Oklahoma City Thunder,Oklahoma City Thunder_2018
2018,Orlando Magic,82,19730,39.5,87.4,0.452,10.5,29.8,0.351,29.0,57.5,0.504,15.8,20.8,0.757,9.0,33.4,42.4,23.8,7.7,5.0,14.8,19.6,105.2,NBA,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.238,0.342,0.545,0.512,13.3,20.0,0.18,0.525,12.8,75.6,0.187,2016-present,2,Rebuilder,Orlando Magic,Orlando Magic_2018
2018,Philadelphia 76ers,82,19780,40.7,86.3,0.472,11.0,29.7,0.369,29.8,56.6,0.526,17.1,22.7,0.752,10.9,36.4,47.3,27.0,8.3,5.1,16.4,22.0,109.5,NBA,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,2016-present,4,Defensive Powerhouse,Philadelphia 76ers,Philadelphia 76ers_2018
2018,Phoenix Suns,82,19705,38.3,86.7,0.442,9.3,27.8,0.334,29.0,59.0,0.492,17.7,23.8,0.741,10.2,33.7,43.9,21.2,6.9,4.5,15.7,22.0,103.5,NBA,-9.37,0.57,-8.8,103.5,112.9,-9.4,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.533,11.9,76.5,0.212,2016-present,2,Rebuilder,Phoenix Suns,Phoenix Suns_2018
2018,Portland Trail Blazers,82,19755,40.6,89.8,0.452,10.6,29.1,0.366,29.9,60.7,0.493,17.3,21.6,0.8,10.5,36.4,46.9,20.1,7.2,5.3,14.0,20.1,109.1,NBA,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,2016-present,4,Defensive Powerhouse,Portland Trail Blazers,Portland Trail Blazers_2018
2018,Sacramento Kings,82,19755,40.7,90.4,0.45,9.4,25.2,0.375,31.2,65.2,0.479,12.9,17.6,0.735,9.9,33.0,42.9,22.6,8.2,4.4,14.4,21.0,103.7,NBA,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,0.542,13.5,77.6,0.199,2016-present,2,Rebuilder,Sacramento Kings,Sacramento Kings_2018
2018,San Antonio Spurs,82,19730,41.0,89.6,0.457,8.9,25.3,0.352,32.1,64.3,0.499,17.0,22.0,0.772,10.9,35.6,46.4,23.9,8.0,5.9,13.8,18.0,107.9,NBA,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,2016-present,4,Defensive Powerhouse,San Antonio Spurs,San Antonio Spurs_2018
2018,Toronto Raptors,82,19830,42.0,89.1,0.472,12.0,33.6,0.358,30.0,55.5,0.541,17.7,22.2,0.794,9.9,34.9,44.8,24.8,7.8,6.2,13.6,22.2,113.8,NBA,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,0.501,13.0,77.7,0.212,2016-present,0,Playoff Team,Toronto Raptors,Toronto Raptors_2018
2018,Utah Jazz,82,19755,39.8,86.3,0.462,11.3,30.8,0.366,28.6,55.5,0.515,17.5,22.4,0.779,9.4,35.6,45.0,23.3,9.0,5.3,15.3,20.4,108.4,NBA,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14.0,79.8,0.19,2016-present,4,Defensive Powerhouse,Utah Jazz,Utah Jazz_2018
2018,Washington Wizards,82,19855,41.0,87.8,0.467,10.2,27.2,0.375,30.8,60.6,0.508,17.2,22.3,0.772,10.3,33.9,44.2,25.8,8.1,4.4,15.0,21.8,109.3,NBA,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,2016-present,4,Defensive Powerhouse,Washington Wizards,Washington Wizards_2018
2017,Atlanta Hawks,82,19880,38.7,85.8,0.451,9.0,26.5,0.341,29.7,59.3,0.501,18.4,25.3,0.728,10.4,34.6,45.1,24.0,8.3,4.9,16.0,18.5,104.9,NBA,-0.85,-0.38,-1.23,104.9,105.7,-0.8,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,2016-present,4,Defensive Powerhouse,Atlanta Hawks,Atlanta Hawks_2017
2017,Boston Celtics,82,19755,39.8,87.6,0.454,12.4,34.4,0.359,27.4,53.2,0.515,19.3,23.9,0.807,9.3,33.9,43.2,26.0,7.7,4.3,13.7,21.2,111.2,NBA,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,2016-present,0,Playoff Team,Boston Celtics,Boston Celtics_2017
2017,Brooklyn Nets,82,19755,37.2,83.8,0.444,10.5,31.1,0.338,26.7,52.7,0.506,19.1,24.2,0.788,8.7,34.5,43.2,21.1,7.1,4.6,16.3,20.7,104.1,NBA,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,2016-present,2,Rebuilder,Brooklyn Nets,Brooklyn Nets_2017
2017,Chicago Bulls,82,19780,40.4,90.9,0.444,7.9,23.3,0.34,32.4,67.6,0.479,18.8,23.5,0.798,12.7,35.6,48.3,23.6,8.2,5.0,14.2,18.5,107.4,NBA,0.43,-0.39,0.03,107.4,107.0,0.4,95.3,0.259,0.256,0.53,0.487,12.3,27.0,0.206,0.507,12.4,76.8,0.169,2016-present,4,Defensive Powerhouse,Chicago Bulls,Chicago Bulls_2017
2017,Charlotte Hornets,82,19830,39.1,88.5,0.442,10.4,29.7,0.351,28.7,58.9,0.488,20.1,24.7,0.815,9.1,36.1,45.2,23.9,7.2,4.9,11.9,17.2,108.8,NBA,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164,2016-present,0,Playoff Team,Charlotte Hornets,Charlotte Hornets_2017
2017,Cleveland Cavaliers,82,19880,41.1,87.4,0.47,13.4,34.9,0.384,27.7,52.5,0.528,18.0,24.0,0.748,9.6,35.4,45.0,23.3,6.8,4.1,14.1,18.7,113.6,NBA,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,2016-present,0,Playoff Team,Cleveland Cavaliers,Cleveland Cavaliers_2017
2017,Dallas Mavericks,82,19780,39.0,88.8,0.44,11.6,32.5,0.355,27.5,56.3,0.489,16.0,19.9,0.801,8.5,33.1,41.6,22.4,8.1,4.0,12.8,20.6,105.6,NBA,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,2016-present,4,Defensive Powerhouse,Dallas Mavericks,Dallas Mavericks_2017
2017,Denver Nuggets,82,19755,41.7,88.9,0.469,10.8,29.2,0.368,31.0,59.7,0.519,19.0,24.5,0.774,11.9,35.1,47.0,25.7,7.0,4.0,15.2,19.4,113.2,NBA,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194,2016-present,0,Playoff Team,Denver Nuggets,Denver Nuggets_2017
2017,Detroit Pistons,82,19805,41.7,92.9,0.449,8.0,24.4,0.33,33.6,68.5,0.492,14.5,20.2,0.719,11.6,36.2,47.8,22.1,7.3,4.0,12.4,18.7,106.0,NBA,-1.12,-0.17,-1.29,106.0,107.1,-1.1,95.0,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,2016-present,4,Defensive Powerhouse,Detroit Pistons,Detroit Pistons_2017
2017,Golden State Warriors,82,19780,43.0,86.8,0.495,11.9,31.2,0.383,31.0,55.7,0.557,17.7,22.5,0.788,9.4,34.9,44.3,30.3,9.5,6.7,14.7,19.3,115.6,NBA,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,2016-present,1,Pace & Space,Golden State Warriors,Golden State Warriors_2017
2017,Houston Rockets,82,19780,40.1,86.8,0.462,14.3,40.1,0.357,25.8,46.7,0.552,20.2,26.4,0.766,10.8,33.3,44.1,25.1,8.1,4.3,15.0,19.8,114.7,NBA,5.77,0.08,5.84,114.7,109.0,5.7,100.0,0.304,0.462,0.583,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,2016-present,0,Playoff Team,Houston Rockets,Houston Rockets_2017
2017,Indiana Pacers,82,19855,40.6,87.4,0.465,8.9,23.8,0.376,31.7,63.6,0.498,18.5,22.8,0.81,9.4,34.1,43.4,23.2,8.4,5.2,14.2,20.1,108.6,NBA,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,2016-present,4,Defensive Powerhouse,Indiana Pacers,Indiana Pacers_2017
2017,Los Angeles Clippers,82,19755,41.0,86.3,0.475,10.6,28.4,0.375,30.4,57.9,0.525,20.1,26.9,0.745,9.3,35.3,44.6,23.4,7.7,4.4,13.4,20.6,112.7,NBA,4.29,0.13,4.42,112.7,108.2,4.5,96.1,0.312,0.329,0.574,0.537,12.0,21.5,0.233,0.506,12.1,76.9,0.211,2016-present,0,Playoff Team,Los Angeles Clippers,Los Angeles Clippers_2017
2017,Los Angeles Lakers,82,19705,39.9,88.6,0.45,9.0,26.1,0.346,30.8,62.5,0.493,17.3,22.9,0.754,11.5,32.6,44.1,21.2,8.3,4.0,15.4,21.0,106.0,NBA,-6.88,0.58,-6.29,106.0,113.0,-7.0,98.5,0.259,0.295,0.537,0.501,13.5,25.0,0.195,0.542,13.0,75.8,0.213,2016-present,2,Rebuilder,Los Angeles Lakers,Los Angeles Lakers_2017
2017,Memphis Grizzlies,82,19905,39.0,89.6,0.435,10.0,28.3,0.354,29.0,61.2,0.473,19.7,25.1,0.784,11.6,34.3,45.8,22.8,8.5,4.5,13.8,24.0,107.7,NBA,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,2016-present,4,Defensive Powerhouse,Memphis Grizzlies,Memphis Grizzlies_2017
2017,Miami Heat,82,19780,40.8,89.7,0.455,10.3,28.2,0.365,30.5,61.5,0.496,15.9,22.5,0.706,11.1,34.5,45.6,22.2,7.5,6.0,14.0,21.4,107.8,NBA,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,2016-present,4,Defensive Powerhouse,Miami Heat,Miami Heat_2017
2017,Milwaukee Bucks,82,19780,40.9,86.2,0.474,9.2,25.0,0.37,31.6,61.2,0.516,18.1,23.6,0.768,9.3,33.2,42.5,25.5,8.6,5.6,14.7,21.3,109.1,NBA,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215,2016-present,4,Defensive Powerhouse,Milwaukee Bucks,Milwaukee Bucks_2017
2017,Minnesota Timberwolves,82,19805,41.4,88.6,0.467,7.7,22.1,0.349,33.7,66.6,0.507,20.3,25.4,0.799,12.0,32.5,44.5,24.8,8.4,4.7,14.7,21.1,110.8,NBA,-1.11,0.47,-0.64,110.8,112.0,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,2016-present,4,Defensive Powerhouse,Minnesota Timberwolves,Minnesota Timberwolves_2017
2017,New Orleans Pelicans,82,19905,39.5,87.7,0.45,9.4,27.0,0.35,30.0,60.7,0.495,16.8,22.4,0.75,8.6,35.4,44.1,23.0,7.8,5.6,13.0,18.3,105.2,NBA,-2.1,0.41,-1.69,105.2,107.4,-2.2,98.0,0.256,0.308,0.539,0.504,11.7,18.5,0.192,0.509,12.4,76.8,0.177,2016-present,4,Defensive Powerhouse,New Orleans Pelicans,New Orleans Pelicans_2017
2017,New York Knicks,82,19855,40.9,91.4,0.447,8.9,25.5,0.348,32.0,65.9,0.485,17.2,21.8,0.788,12.4,34.3,46.7,22.5,7.3,5.7,14.3,21.0,107.7,NBA,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96.0,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,2016-present,4,Defensive Powerhouse,New York Knicks,New York Knicks_2017
2017,Oklahoma City Thunder,82,19805,40.1,88.8,0.452,8.6,26.2,0.327,31.5,62.6,0.504,19.5,26.2,0.745,12.4,34.9,47.4,21.3,8.0,5.1,15.2,21.2,108.3,NBA,0.76,0.39,1.14,108.3,107.5,0.8,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,0.511,12.5,79.0,0.218,2016-present,4,Defensive Powerhouse,Oklahoma City Thunder,Oklahoma City Thunder_2017
2017,Orlando Magic,82,19805,39.3,89.3,0.44,8.8,26.8,0.328,30.5,62.5,0.488,16.4,21.9,0.747,10.1,34.2,44.3,22.8,7.3,5.0,13.7,19.8,103.7,NBA,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201,2016-present,2,Rebuilder,Orlando Magic,Orlando Magic_2017
2017,Philadelphia 76ers,82,19830,37.9,85.9,0.442,10.2,30.0,0.34,27.7,55.9,0.496,17.1,22.2,0.771,9.9,33.2,43.2,23.9,8.5,5.2,16.8,22.0,103.2,NBA,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234,2016-present,2,Rebuilder,Philadelphia 76ers,Philadelphia 76ers_2017
2017,Phoenix Suns,82,19830,39.5,87.6,0.45,7.4,22.4,0.332,32.0,65.3,0.491,20.2,26.1,0.776,11.8,32.7,44.5,19.4,8.1,4.8,15.3,24.5,106.6,NBA,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26.0,0.231,0.525,13.1,76.4,0.264,2016-present,4,Defensive Powerhouse,Phoenix Suns,Phoenix Suns_2017
2017,Portland Trail Blazers,82,19930,40.4,87.9,0.459,10.6,28.3,0.375,29.8,59.6,0.499,18.8,24.2,0.78,10.3,34.3,44.6,21.6,7.2,5.1,14.0,21.6,110.3,NBA,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,0.52,12.5,23.0,0.214,0.508,11.6,76.8,0.241,2016-present,4,Defensive Powerhouse,Portland Trail Blazers,Portland Trail Blazers_2017
2017,Sacramento Kings,82,19880,39.5,85.7,0.461,9.4,24.9,0.376,30.1,60.8,0.496,18.9,24.3,0.775,9.1,33.7,42.8,23.5,8.0,4.1,15.3,21.2,107.3,NBA,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,0.284,0.291,0.556,0.516,13.7,21.0,0.22,0.528,12.9,76.3,0.227,2016-present,4,Defensive Powerhouse,Sacramento Kings,Sacramento Kings_2017
2017,San Antonio Spurs,82,19805,41.5,88.3,0.469,9.7,24.8,0.391,31.8,63.5,0.5,18.5,23.2,0.797,10.6,35.7,46.3,25.1,8.4,6.2,14.2,19.3,111.1,NBA,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,0.492,13.5,77.6,0.192,2016-present,4,Defensive Powerhouse,San Antonio Spurs,San Antonio Spurs_2017
2017,Toronto Raptors,82,19780,41.1,88.6,0.464,9.3,25.6,0.363,31.9,63.1,0.505,20.7,26.0,0.796,11.2,34.3,45.4,19.4,8.7,5.1,13.3,21.9,112.3,NBA,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,0.517,11.8,25.0,0.233,0.507,13.5,76.3,0.223,2016-present,4,Defensive Powerhouse,Toronto Raptors,Toronto Raptors_2017
2017,Utah Jazz,82,19755,40.2,86.5,0.466,10.5,28.2,0.372,29.8,58.2,0.511,18.6,24.9,0.747,10.2,36.8,47.0,21.9,7.3,5.4,14.8,20.5,109.6,NBA,3.94,0.06,4.0,109.6,105.3,4.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,2016-present,4,Defensive Powerhouse,Utah Jazz,Utah Jazz_2017
2017,Washington Wizards,82,19855,42.1,88.6,0.475,9.4,25.2,0.372,32.7,63.4,0.515,17.6,22.5,0.784,10.5,33.2,43.6,24.3,8.6,4.2,14.4,21.7,111.2,NBA,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,0.524,13.8,75.5,0.213,2016-present,4,Defensive Powerhouse,Washington Wizards,Washington Wizards_2017
2016,Atlanta Hawks,82,19830,39.5,86.3,0.458,10.2,29.0,0.35,29.3,57.3,0.512,16.0,20.4,0.783,8.5,34.5,43.0,26.2,9.3,6.1,15.3,19.6,105.1,NBA,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,2016-present,4,Defensive Powerhouse,Atlanta Hawks,Atlanta Hawks_2016
2016,Boston Celtics,82,19780,39.6,90.2,0.439,8.8,26.4,0.335,30.8,63.8,0.483,18.7,23.8,0.788,11.7,33.7,45.4,24.4,9.3,4.3,13.9,22.1,106.8,NBA,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,2016-present,4,Defensive Powerhouse,Boston Celtics,Boston Celtics_2016
2016,Brooklyn Nets,82,19755,40.0,88.3,0.453,6.8,19.2,0.352,33.2,69.0,0.481,16.4,21.7,0.757,11.0,33.3,44.4,23.3,8.0,4.2,15.5,18.8,103.2,NBA,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,2016-present,2,Rebuilder,Brooklyn Nets,Brooklyn Nets_2016
2016,Chicago Bulls,82,19905,39.9,90.3,0.441,8.2,22.1,0.371,31.7,68.2,0.464,17.1,21.7,0.787,11.4,36.4,47.8,23.6,6.2,5.9,14.4,19.5,105.0,NBA,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,2016-present,4,Defensive Powerhouse,Chicago Bulls,Chicago Bulls_2016
2016,Charlotte Hornets,82,19855,38.4,87.5,0.439,11.0,30.5,0.362,27.3,57.0,0.479,19.4,24.5,0.79,9.3,36.3,45.5,22.5,7.5,5.5,13.0,18.8,107.2,NBA,2.72,-0.36,2.36,107.2,104.3,2.9,95.6,0.28,0.348,0.545,0.502,11.7,20.0,0.222,0.496,12.5,79.8,0.191,2016-present,4,Defensive Powerhouse,Charlotte Hornets,Charlotte Hornets_2016
