season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2019,NBA,Ron Baker,bakerro01,25.0,2TM,SG,15,0.0,152,0.9,4.7,0.2,0.2,3.1,0.077,0.7,1.7,0.429,0.225,1.2,1.4,0.833,0.2,2.4,2.6,3.6,1.4,0.2,1.2,4.3,3.3
2004,NBA,Vin Baker,bakervi01,32.0,2TM,PF,54,33.0,1313,5.7,11.8,0.481,0.0,0.1,0.333,5.7,11.8,0.483,0.483,3.1,4.3,0.726,3.1,4.6,7.7,1.8,0.8,0.9,2.1,4.4,14.6
2005,NBA,Vin Baker,bakervi01,33.0,2TM,C,27,0.0,204,2.3,7.4,0.31,0.0,0.2,0.0,2.3,7.2,0.317,0.31,1.6,3.0,0.529,3.0,3.9,6.9,1.8,0.4,0.7,3.0,6.7,6.2
2006,NBA,Vin Baker,bakervi01,34.0,LAC,C,8,1.0,85,3.0,6.4,0.467,0.0,0.0,,3.0,6.4,0.467,0.467,5.5,7.6,0.722,0.8,7.2,8.0,1.7,1.7,1.7,3.8,5.5,11.4
2023,NBA,Patrick Baldwin Jr.,baldwpa01,20.0,GSW,SF,31,0.0,226,6.8,17.4,0.394,5.1,13.4,0.381,1.8,4.0,0.44,0.541,0.6,1.0,0.667,0.2,6.2,6.4,1.8,1.0,0.6,1.8,2.2,19.4
2024,NBA,Patrick Baldwin Jr.,baldwpa01,21.0,WAS,SF,38,7.0,493,4.3,11.3,0.381,2.3,7.1,0.32,2.0,4.2,0.483,0.481,1.4,2.0,0.679,1.2,7.7,9.0,2.1,1.3,1.1,1.4,4.1,12.3
2025,NBA,Patrick Baldwin Jr.,baldwpa01,22.0,2TM,SF,24,0.0,107,6.4,11.8,0.543,4.4,7.7,0.565,2.0,4.0,0.5,0.729,0.7,1.3,0.5,1.7,6.7,8.4,1.0,1.0,0.7,1.7,2.4,17.8
2017,NBA,Wade Baldwin,baldwwa01,20.0,MEM,PG,33,1.0,405,3.2,10.2,0.313,0.3,2.0,0.136,2.9,8.3,0.355,0.326,2.8,3.3,0.838,1.0,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
2018,NBA,Wade Baldwin,baldwwa01,21.0,POR,PG,7,0.0,80,6.3,9.5,0.667,1.8,2.3,0.8,4.5,7.2,0.625,0.762,2.7,4.5,0.6,0.5,3.2,3.6,2.3,0.9,0.5,1.8,5.4,17.1
2019,NBA,Wade Baldwin,baldwwa01,22.0,POR,PG,16,0.0,94,3.8,12.6,0.303,0.8,3.4,0.222,3.1,9.2,0.333,0.333,3.1,4.2,0.727,0.8,5.0,5.7,4.6,0.4,0.8,5.4,4.2,11.5
2007,NBA,Renaldo Balkman,balkmre01,22.0,NYK,SF,68,1.0,1064,4.7,9.3,0.505,0.2,0.9,0.185,4.5,8.4,0.54,0.515,1.7,3.0,0.567,3.3,6.7,9.9,1.5,1.9,1.5,1.7,4.9,11.3
2008,NBA,Renaldo Balkman,balkmre01,23.0,NYK,SF,65,0.0,952,3.4,7.0,0.489,0.0,0.5,0.083,3.4,6.6,0.517,0.492,1.6,3.6,0.432,3.1,5.0,8.2,1.5,1.7,1.1,1.4,5.0,8.5
2009,NBA,Renaldo Balkman,balkmre01,24.0,DEN,PF,53,10.0,780,5.1,9.1,0.558,0.1,0.3,0.286,5.0,8.8,0.568,0.563,1.9,3.0,0.646,4.0,5.4,9.4,1.6,2.2,1.1,1.6,4.5,12.2
2010,NBA,Renaldo Balkman,balkmre01,25.0,DEN,SF,13,1.0,91,2.4,7.1,0.333,0.0,2.8,0.0,2.4,4.4,0.545,0.333,0.8,2.4,0.333,1.6,7.5,9.1,2.8,3.2,0.8,2.4,6.3,5.5
2011,NBA,Renaldo Balkman,balkmre01,26.0,2TM,SF,8,0.0,62,3.5,7.5,0.462,0.6,1.2,0.5,2.9,6.4,0.455,0.5,1.7,2.3,0.75,1.2,2.9,4.1,1.2,2.3,1.2,0.6,8.7,9.3
2012,NBA,Renaldo Balkman,balkmre01,27.0,NYK,SF,14,0.0,115,5.0,10.0,0.5,0.6,2.8,0.222,4.4,7.2,0.609,0.531,2.5,3.4,0.727,1.9,6.3,8.1,1.6,1.3,0.9,1.9,4.4,13.1
2021,NBA,LaMelo Ball,ballla01,19.0,CHO,PG,51,31.0,1469,7.2,16.5,0.436,2.3,6.4,0.352,4.9,10.1,0.489,0.504,3.1,4.0,0.758,1.5,5.9,7.4,7.7,2.0,0.4,3.6,3.3,19.7
2022,NBA,LaMelo Ball,ballla01,20.0,CHO,PG,75,75.0,2422,8.0,18.6,0.429,3.3,8.4,0.389,4.7,10.2,0.462,0.517,3.2,3.6,0.872,1.6,5.8,7.4,8.5,1.8,0.4,3.6,3.5,22.4
2023,NBA,LaMelo Ball,ballla01,21.0,CHO,PG,36,36.0,1268,8.4,20.5,0.411,4.1,10.9,0.376,4.3,9.6,0.45,0.51,2.9,3.5,0.836,1.2,5.4,6.6,8.6,1.3,0.3,3.7,3.4,23.8
2024,NBA,LaMelo Ball,ballla01,22.0,CHO,PG,22,22.0,711,9.3,21.4,0.433,3.5,10.0,0.355,5.7,11.4,0.5,0.515,4.6,5.3,0.865,1.5,4.3,5.7,8.9,2.0,0.2,4.2,4.0,26.6
2025,NBA,LaMelo Ball,ballla01,23.0,CHO,PG,47,47.0,1505,9.7,24.0,0.405,4.3,12.6,0.339,5.4,11.4,0.478,0.494,4.6,5.5,0.843,1.1,4.4,5.5,8.3,1.3,0.3,4.0,3.8,28.3
2018,NBA,Lonzo Ball,balllo01,20.0,LAL,PG,52,50.0,1780,4.1,11.4,0.36,1.8,6.0,0.305,2.3,5.4,0.42,0.44,0.6,1.4,0.451,1.4,5.9,7.3,7.6,1.8,0.9,2.8,2.4,10.7
2019,NBA,Lonzo Ball,balllo01,21.0,LAL,PG,47,45.0,1423,4.7,11.5,0.406,1.9,5.8,0.329,2.8,5.8,0.482,0.488,0.5,1.2,0.417,1.4,5.0,6.3,6.5,1.7,0.5,2.6,2.9,11.8
2020,NBA,Lonzo Ball,balllo01,22.0,NOP,PG,63,54.0,2025,4.9,12.2,0.403,2.6,7.0,0.375,2.3,5.2,0.442,0.511,0.8,1.4,0.566,1.3,5.5,6.8,7.8,1.6,0.7,3.4,2.3,13.2
2021,NBA,Lonzo Ball,balllo01,23.0,NOP,PG,55,55.0,1747,6.0,14.4,0.414,3.5,9.4,0.378,2.4,5.0,0.482,0.537,1.0,1.3,0.781,0.7,4.7,5.4,6.5,1.7,0.6,2.5,2.1,16.5
2022,NBA,Lonzo Ball,balllo01,24.0,CHI,PG,35,35.0,1212,4.8,11.4,0.423,3.3,7.7,0.423,1.5,3.7,0.423,0.567,0.6,0.8,0.75,1.0,4.6,5.6,5.3,1.9,0.9,2.4,2.5,13.5
2025,NBA,Lonzo Ball,balllo01,27.0,CHI,PG,35,14.0,777,4.1,11.3,0.366,3.1,9.0,0.344,1.0,2.2,0.458,0.504,1.0,1.3,0.815,1.2,4.3,5.5,5.3,2.2,0.8,1.9,2.5,12.4
2019,NBA,Mo Bamba,bambamo01,20.0,ORL,C,47,1.0,766,5.5,11.4,0.481,1.0,3.3,0.3,4.5,8.1,0.555,0.525,1.7,3.0,0.587,3.0,7.9,11.0,1.8,0.6,3.0,2.0,4.8,13.7
2020,NBA,Mo Bamba,bambamo01,21.0,ORL,C,62,0.0,878,5.4,11.7,0.462,1.5,4.4,0.346,3.9,7.3,0.531,0.526,1.3,1.9,0.674,4.1,8.3,12.4,1.7,0.9,3.5,1.7,4.8,13.6
2021,NBA,Mo Bamba,bambamo01,22.0,ORL,C,46,5.0,725,7.1,14.9,0.472,1.9,5.9,0.322,5.2,9.1,0.568,0.535,2.2,3.3,0.682,3.8,9.4,13.2,1.7,0.7,2.9,1.8,4.3,18.2
2022,NBA,Mo Bamba,bambamo01,23.0,ORL,C,71,69.0,1824,5.8,12.2,0.48,2.1,5.5,0.381,3.7,6.6,0.563,0.566,1.1,1.4,0.781,2.9,8.4,11.3,1.7,0.7,2.3,1.5,3.6,14.9
2023,NBA,Mo Bamba,bambamo01,24.0,2TM,C,49,7.0,769,5.5,11.3,0.485,2.2,5.8,0.387,3.2,5.5,0.59,0.585,1.9,2.9,0.661,2.7,7.8,10.5,2.2,0.6,2.0,1.4,4.9,15.1
2024,NBA,Mo Bamba,bambamo01,25.0,PHI,C,57,17.0,740,4.7,9.6,0.49,1.2,3.1,0.391,3.5,6.5,0.537,0.553,1.7,2.4,0.68,3.7,7.8,11.6,2.0,1.1,2.9,1.9,4.9,12.3
2025,NBA,Mo Bamba,bambamo01,26.0,2TM,C,32,2.0,413,4.5,9.8,0.464,1.3,4.7,0.278,3.2,5.1,0.638,0.531,1.7,2.4,0.704,2.8,9.8,12.6,1.6,0.8,2.7,1.7,4.9,12.0
2023,NBA,Paolo Banchero,banchpa01,20.0,ORL,PF,72,72.0,2430,7.1,16.6,0.427,1.3,4.2,0.298,5.8,12.4,0.471,0.465,5.8,7.9,0.738,1.2,6.1,7.4,4.0,0.9,0.6,3.0,2.4,21.3
2024,NBA,Paolo Banchero,banchpa01,21.0,ORL,PF,80,80.0,2799,8.2,18.1,0.455,1.5,4.5,0.339,6.7,13.6,0.493,0.497,5.2,7.2,0.725,1.1,6.1,7.1,5.5,0.9,0.6,3.2,2.0,23.2
2025,NBA,Paolo Banchero,banchpa01,22.0,ORL,PF,46,46.0,1582,9.4,20.7,0.452,2.0,6.2,0.32,7.4,14.5,0.509,0.5,6.4,8.8,0.727,1.2,6.7,7.9,5.0,0.8,0.6,3.1,2.2,27.1
2021,NBA,Desmond Bane,banede01,22.0,MEM,SG,68,17.0,1519,5.5,11.8,0.469,2.8,6.4,0.432,2.8,5.4,0.513,0.586,0.9,1.2,0.816,0.7,4.2,5.0,2.8,1.0,0.4,1.4,3.0,14.8
2022,NBA,Desmond Bane,banede01,23.0,MEM,SG,76,76.0,2266,8.1,17.5,0.461,3.6,8.3,0.436,4.4,9.2,0.484,0.565,2.2,2.5,0.903,0.7,4.6,5.3,3.3,1.5,0.5,1.8,3.1,22.0
2023,NBA,Desmond Bane,banede01,24.0,MEM,SG,58,58.0,1841,8.8,18.4,0.479,3.2,8.0,0.408,5.6,10.4,0.534,0.568,3.5,4.0,0.883,0.8,4.8,5.7,5.0,1.1,0.4,2.5,2.9,24.4
2024,NBA,Desmond Bane,banede01,25.0,MEM,SG,42,42.0,1443,9.0,19.4,0.464,3.4,9.0,0.381,5.6,10.4,0.536,0.552,3.5,4.0,0.87,0.9,3.7,4.6,5.7,1.1,0.5,2.8,3.0,24.9
2025,NBA,Desmond Bane,banede01,26.0,MEM,SG,69,68.0,2205,8.0,16.6,0.484,2.7,6.8,0.392,5.4,9.8,0.548,0.565,2.9,3.2,0.894,1.0,5.8,6.8,6.0,1.3,0.5,2.8,2.7,21.7
2004,NBA,Marcus Banks,banksma01,22.0,BOS,PG,81,2.0,1385,4.6,11.5,0.4,0.7,2.2,0.314,3.9,9.3,0.421,0.431,2.6,3.4,0.756,0.8,2.7,3.5,4.5,2.3,0.3,3.2,4.4,12.5
2005,NBA,Marcus Banks,banksma01,23.0,BOS,PG,81,2.0,1145,3.6,9.0,0.402,0.7,1.9,0.356,3.0,7.1,0.414,0.439,3.8,5.1,0.742,0.9,3.0,4.0,4.9,2.0,0.4,2.5,4.6,11.7
2006,NBA,Marcus Banks,banksma01,24.0,2TM,PG,58,29.0,1497,5.3,11.3,0.468,0.5,1.5,0.349,4.7,9.7,0.486,0.491,2.8,3.5,0.803,0.6,2.7,3.2,5.3,1.3,0.3,2.9,3.9,13.9
2007,NBA,Marcus Banks,banksma01,25.0,PHO,PG,45,1.0,503,6.0,14.0,0.429,0.4,2.1,0.172,5.7,12.0,0.473,0.441,3.4,4.3,0.8,0.7,2.0,2.7,4.3,1.6,0.2,2.9,5.0,15.8
2008,NBA,Marcus Banks,banksma01,26.0,2TM,PG,36,3.0,569,5.4,12.1,0.45,2.5,6.5,0.392,2.9,5.6,0.517,0.555,1.7,2.2,0.771,0.3,2.6,2.8,3.9,0.9,0.8,2.3,4.1,15.1
2009,NBA,Marcus Banks,banksma01,27.0,2TM,PG,22,0.0,206,3.7,10.0,0.368,0.5,3.3,0.158,3.1,6.6,0.474,0.395,1.9,3.1,0.611,0.2,3.0,3.1,4.9,1.9,0.3,2.4,4.5,9.8
2010,NBA,Marcus Banks,banksma01,28.0,TOR,PG,22,0.0,244,5.8,10.8,0.534,1.0,3.5,0.292,4.7,7.2,0.653,0.582,3.5,4.3,0.828,0.4,3.0,3.4,3.8,1.8,0.3,3.0,4.4,16.1
2011,NBA,Marcus Banks,banksma01,29.0,TOR,PG,3,0.0,22,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,0.0,9.8,13.1,0.75,0.0,1.6,1.6,4.9,1.6,0.0,3.3,6.5,9.8
2022,NBA,Dalano Banton,bantoda01,22.0,TOR,PG,64,1.0,696,4.3,10.4,0.411,0.7,2.6,0.255,3.6,7.8,0.464,0.443,1.3,2.3,0.591,2.0,4.4,6.4,5.1,1.4,0.5,2.7,3.5,10.6
2023,NBA,Dalano Banton,bantoda01,23.0,TOR,PG,31,2.0,279,7.1,16.8,0.423,1.9,6.6,0.294,5.2,10.2,0.506,0.481,2.2,3.1,0.708,1.4,4.4,5.8,4.6,1.7,1.7,2.3,4.4,18.3
2024,NBA,Dalano Banton,bantoda01,24.0,2TM,PG,54,9.0,1047,6.9,17.2,0.404,2.0,6.8,0.296,4.9,10.3,0.475,0.463,3.2,4.1,0.783,1.4,4.7,6.1,4.4,1.1,0.7,2.6,2.2,19.2
2025,NBA,Dalano Banton,bantoda01,25.0,POR,PG,67,7.0,1120,6.4,16.3,0.391,2.3,7.1,0.324,4.1,9.2,0.442,0.462,2.9,4.0,0.728,1.0,3.4,4.3,5.1,1.4,1.1,2.8,1.9,18.0
2022,NBA,Cat Barber,barbeca01,27.0,ATL,PG,3,0.0,13,0.0,11.1,0.0,0.0,0.0,,0.0,11.1,0.0,0.0,0.0,11.1,0.0,2.8,5.5,8.3,8.3,0.0,0.0,2.8,2.8,0.0
2004,NBA,Leandro Barbosa,barbole01,21.0,PHO,PG,70,46.0,1500,5.0,11.3,0.447,2.0,5.0,0.395,3.0,6.2,0.488,0.535,1.1,1.5,0.77,0.6,2.4,3.0,4.0,2.2,0.2,2.9,4.4,13.2
2005,NBA,Leandro Barbosa,barbole01,22.0,PHO,PG,63,6.0,1087,5.6,11.7,0.475,1.7,4.6,0.367,3.9,7.1,0.544,0.547,1.8,2.3,0.797,1.1,3.2,4.3,4.2,1.0,0.2,2.9,4.2,14.6
2006,NBA,Leandro Barbosa,barbole01,23.0,PHO,SG,57,11.0,1592,6.2,12.8,0.481,2.0,4.4,0.444,4.2,8.4,0.501,0.558,2.5,3.3,0.755,0.7,2.7,3.4,3.6,1.1,0.1,2.0,3.3,16.8
2007,NBA,Leandro Barbosa,barbole01,24.0,PHO,SG,80,18.0,2613,7.3,15.3,0.476,2.6,6.0,0.434,4.7,9.3,0.504,0.562,2.7,3.2,0.845,0.3,2.6,2.9,4.4,1.3,0.2,2.0,2.9,19.9
2008,NBA,Leandro Barbosa,barbole01,25.0,PHO,SG,82,12.0,2421,7.0,15.2,0.462,2.4,6.3,0.389,4.6,8.9,0.514,0.543,2.6,3.2,0.822,0.6,2.8,3.4,3.2,1.1,0.3,1.7,2.9,19.1
2009,NBA,Leandro Barbosa,barbole01,26.0,PHO,SG,70,11.0,1705,7.7,16.0,0.482,1.9,5.1,0.375,5.8,11.0,0.532,0.542,3.6,4.1,0.881,0.7,3.1,3.8,3.4,1.7,0.1,2.0,2.4,21.0
2010,NBA,Leandro Barbosa,barbole01,27.0,PHO,PG,44,5.0,786,7.1,16.7,0.425,2.0,6.2,0.324,5.1,10.5,0.485,0.485,2.9,3.3,0.877,0.5,2.7,3.2,2.9,1.1,0.5,2.1,3.3,19.1
2011,NBA,Leandro Barbosa,barbole01,28.0,TOR,SG,58,0.0,1395,7.6,16.9,0.45,1.9,5.5,0.338,5.7,11.4,0.505,0.505,2.8,3.5,0.796,0.4,2.2,2.6,3.1,1.3,0.2,2.2,2.9,19.8
2012,NBA,Leandro Barbosa,barbole01,29.0,2TM,SG,64,0.0,1382,7.1,16.6,0.425,1.7,4.4,0.382,5.4,12.2,0.441,0.476,2.6,3.2,0.815,0.9,2.5,3.3,2.5,1.5,0.2,2.4,3.5,18.4
2013,NBA,Leandro Barbosa,barbole01,30.0,BOS,PG,41,2.0,513,5.8,13.5,0.43,1.3,3.3,0.383,4.6,10.2,0.445,0.477,2.2,2.9,0.756,0.6,2.7,3.2,4.1,1.2,0.4,1.5,3.6,15.1
2014,NBA,Leandro Barbosa,barbole01,31.0,PHO,PG,20,0.0,368,5.5,12.8,0.427,0.7,2.4,0.28,4.8,10.4,0.462,0.454,3.0,3.8,0.795,0.5,3.1,3.6,3.1,0.7,0.4,1.9,2.9,14.7
2015,NBA,Leandro Barbosa,barbole01,32.0,GSW,SG,66,1.0,982,6.7,14.2,0.474,1.6,4.1,0.384,5.1,10.0,0.511,0.53,2.1,2.7,0.784,0.8,2.5,3.3,3.6,1.5,0.3,1.6,3.2,17.1
2016,NBA,Leandro Barbosa,barbole01,33.0,GSW,SG,68,0.0,1079,5.7,12.3,0.462,1.3,3.7,0.355,4.4,8.7,0.508,0.515,1.7,2.1,0.839,0.9,3.0,3.9,2.7,1.5,0.3,1.8,3.6,14.4
2017,NBA,Leandro Barbosa,barbole01,34.0,PHO,SG,67,0.0,963,6.4,14.7,0.439,1.3,3.7,0.357,5.1,11.0,0.466,0.483,1.5,1.7,0.889,0.6,3.3,3.9,3.0,1.2,0.3,1.8,3.1,15.7
2007,NBA,J.J. Barea,bareajo01,22.0,DAL,PG,33,1.0,191,5.3,14.7,0.359,1.1,4.0,0.286,4.1,10.7,0.386,0.397,3.0,4.5,0.667,1.3,3.4,4.7,4.5,0.2,0.2,2.6,3.6,14.7
2008,NBA,J.J. Barea,bareajo01,23.0,DAL,PG,44,9.0,460,5.6,13.3,0.418,1.6,4.2,0.389,3.9,9.1,0.431,0.479,2.2,2.7,0.8,0.3,3.4,3.7,4.5,1.1,0.1,2.7,3.8,14.9
2009,NBA,J.J. Barea,bareajo01,24.0,DAL,SG,79,15.0,1600,5.5,12.5,0.442,1.2,3.5,0.357,4.3,9.1,0.474,0.491,1.6,2.1,0.753,0.8,3.2,4.0,6.1,0.8,0.1,2.4,2.7,13.9
2010,NBA,J.J. Barea,bareajo01,25.0,DAL,PG,78,18.0,1546,5.4,12.3,0.44,1.3,3.7,0.357,4.1,8.6,0.476,0.493,1.8,2.1,0.844,0.4,3.0,3.4,6.0,0.8,0.1,2.4,2.8,13.9
2011,NBA,J.J. Barea,bareajo01,26.0,DAL,PG,81,2.0,1669,6.1,14.0,0.439,1.4,4.1,0.349,4.7,9.9,0.476,0.49,2.9,3.4,0.847,0.6,2.8,3.4,6.8,0.6,0.0,2.9,2.9,16.6
2012,NBA,J.J. Barea,bareajo01,27.0,MIN,PG,41,11.0,1032,5.8,14.6,0.4,1.8,5.0,0.371,4.0,9.6,0.415,0.463,2.7,3.4,0.776,0.5,3.5,4.0,8.1,0.7,0.0,3.6,2.1,16.2
2013,NBA,J.J. Barea,bareajo01,28.0,MIN,PG,74,2.0,1713,6.6,15.9,0.417,2.0,5.9,0.346,4.6,10.0,0.458,0.481,2.2,2.8,0.784,0.7,3.6,4.4,6.2,0.7,0.0,3.0,2.8,17.5
2014,NBA,J.J. Barea,bareajo01,29.0,MIN,PG,79,1.0,1471,6.2,16.1,0.387,1.8,5.7,0.316,4.4,10.4,0.426,0.443,1.9,2.4,0.79,0.4,3.4,3.8,7.4,0.6,0.0,3.1,3.2,16.2
2015,NBA,J.J. Barea,bareajo01,30.0,DAL,PG,77,10.0,1362,5.9,14.2,0.42,1.4,4.4,0.323,4.5,9.8,0.463,0.47,2.0,2.5,0.809,0.6,2.9,3.5,7.0,0.9,0.0,1.9,2.7,15.3
2016,NBA,J.J. Barea,bareajo01,31.0,DAL,PG,74,16.0,1667,6.8,15.4,0.446,2.2,5.6,0.385,4.7,9.7,0.481,0.516,1.6,2.1,0.771,0.6,2.7,3.3,6.5,0.6,0.0,2.4,2.4,17.4
2017,NBA,J.J. Barea,bareajo01,32.0,DAL,PG,35,6.0,771,6.6,16.0,0.414,2.5,6.9,0.358,4.2,9.1,0.456,0.491,2.1,2.4,0.863,0.4,3.5,3.9,9.0,0.7,0.0,2.9,1.4,17.8
2018,NBA,J.J. Barea,bareajo01,33.0,DAL,PG,69,11.0,1603,6.8,15.5,0.439,2.6,7.0,0.367,4.2,8.5,0.499,0.522,1.8,2.3,0.784,0.3,4.2,4.5,9.7,0.8,0.1,3.2,1.9,18.0
2019,NBA,J.J. Barea,bareajo01,34.0,DAL,PG,38,0.0,752,7.7,18.4,0.418,1.8,6.1,0.297,5.9,12.3,0.479,0.468,2.6,3.7,0.705,0.6,3.9,4.5,10.1,1.1,0.0,3.4,2.4,19.9
2020,NBA,J.J. Barea,bareajo01,35.0,DAL,PG,29,6.0,450,6.8,16.6,0.411,2.6,6.8,0.376,4.2,9.8,0.434,0.488,1.6,1.8,0.909,0.8,3.4,4.2,9.0,0.4,0.2,3.0,2.2,17.8
2007,NBA,Andrea Bargnani,bargnan01,21.0,TOR,PF,65,2.0,1629,5.9,13.8,0.427,2.2,5.9,0.373,3.7,7.9,0.468,0.507,2.6,3.1,0.824,1.1,4.5,5.6,1.1,0.7,1.2,2.4,4.0,16.6
2008,NBA,Andrea Bargnani,bargnan01,22.0,TOR,PF,78,53.0,1861,5.4,14.0,0.386,1.7,5.0,0.345,3.7,9.0,0.409,0.448,2.7,3.3,0.84,1.0,4.6,5.6,1.7,0.4,0.7,1.7,4.1,15.3
2009,NBA,Andrea Bargnani,bargnan01,23.0,TOR,PF,78,59.0,2453,6.3,14.1,0.45,1.7,4.3,0.409,4.6,9.8,0.468,0.512,3.2,3.9,0.831,1.0,5.1,6.1,1.4,0.5,1.4,2.0,3.6,17.6
2010,NBA,Andrea Bargnani,bargnan01,24.0,TOR,PF,80,80.0,2799,6.9,14.7,0.47,1.6,4.2,0.372,5.4,10.5,0.509,0.523,2.3,3.0,0.774,1.4,5.0,6.3,1.2,0.3,1.4,1.5,2.8,17.7
2011,NBA,Andrea Bargnani,bargnan01,25.0,TOR,C,66,66.0,2353,8.0,17.9,0.448,1.2,3.4,0.345,6.9,14.5,0.472,0.48,4.4,5.4,0.82,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,21.6
2012,NBA,Andrea Bargnani,bargnan01,26.0,TOR,C,31,31.0,1032,7.3,16.9,0.432,1.2,4.0,0.296,6.1,12.9,0.474,0.467,5.3,6.0,0.873,0.8,5.2,6.0,2.1,0.6,0.5,2.4,1.8,21.0
2013,NBA,Andrea Bargnani,bargnan01,27.0,TOR,PF,35,25.0,1003,6.1,15.3,0.399,1.4,4.4,0.309,4.7,10.9,0.436,0.444,2.3,2.8,0.844,0.9,3.7,4.6,1.4,0.8,0.8,1.9,2.3,15.9
2014,NBA,Andrea Bargnani,bargnan01,28.0,NYK,C,42,39.0,1257,6.4,14.4,0.442,0.9,3.1,0.278,5.5,11.3,0.487,0.472,2.4,2.9,0.824,2.0,4.4,6.4,1.3,0.4,1.5,1.7,2.9,16.0
2015,NBA,Andrea Bargnani,bargnan01,29.0,NYK,C,29,22.0,785,7.5,16.6,0.454,0.7,1.9,0.366,6.8,14.7,0.466,0.475,4.0,4.9,0.813,1.5,4.4,5.8,2.1,0.1,1.2,1.9,2.4,19.7
2016,NBA,Andrea Bargnani,bargnan01,30.0,BRK,C,46,0.0,634,7.2,15.8,0.455,0.2,0.9,0.188,7.0,14.9,0.471,0.461,2.7,3.2,0.825,1.6,3.9,5.5,1.0,0.2,0.5,1.5,3.5,17.3
2023,NBA,Dominick Barlow,barlodo01,19.0,SAS,PF,28,0.0,408,4.1,7.6,0.535,0.0,0.4,0.0,4.1,7.2,0.561,0.535,1.6,2.2,0.72,4.1,4.9,9.0,2.1,0.9,1.7,1.3,4.9,9.7
2024,NBA,Dominick Barlow,barlodo01,20.0,SAS,PF,33,1.0,420,4.8,9.7,0.496,0.3,0.8,0.333,4.5,8.9,0.51,0.509,2.5,3.6,0.69,3.9,5.8,9.7,3.1,1.0,1.2,0.8,4.0,12.3
2025,NBA,Dominick Barlow,barlodo01,21.0,ATL,SF,35,4.0,375,5.8,10.8,0.531,0.7,2.6,0.259,5.1,8.3,0.616,0.562,2.0,3.2,0.636,3.4,4.8,8.2,1.8,0.9,1.5,0.5,4.5,14.2
2013,NBA,Harrison Barnes,barneha02,20.0,GSW,SF,81,81.0,2058,4.8,11.0,0.439,0.9,2.5,0.359,3.9,8.4,0.464,0.481,2.5,3.3,0.758,0.9,4.9,5.8,1.7,0.9,0.2,1.8,2.4,13.1
2014,NBA,Harrison Barnes,barneha02,21.0,GSW,SF,78,24.0,2204,4.4,11.1,0.399,1.1,3.1,0.347,3.3,8.0,0.419,0.448,2.1,3.0,0.718,1.1,4.0,5.1,1.9,1.1,0.3,1.4,2.6,12.1
2015,NBA,Harrison Barnes,barneha02,22.0,GSW,SF,82,82.0,2318,4.9,10.2,0.482,1.4,3.3,0.405,3.6,6.8,0.519,0.548,1.7,2.3,0.72,1.8,5.2,7.0,1.8,0.9,0.3,1.1,2.3,12.8
2016,NBA,Harrison Barnes,barneha02,23.0,GSW,SF,66,59.0,2042,5.2,11.2,0.466,1.4,3.8,0.383,3.8,7.4,0.508,0.531,1.8,2.4,0.761,1.4,4.4,5.7,2.1,0.7,0.2,1.0,2.4,13.6
2017,NBA,Harrison Barnes,barneha02,24.0,DAL,PF,79,79.0,2803,7.7,16.4,0.468,1.0,2.9,0.351,6.7,13.6,0.492,0.498,3.1,3.6,0.861,1.2,3.9,5.1,1.5,0.8,0.2,1.3,1.6,19.5
2018,NBA,Harrison Barnes,barneha02,25.0,DAL,PF,77,77.0,2634,7.3,16.5,0.445,1.6,4.6,0.357,5.7,12.0,0.478,0.494,3.5,4.3,0.827,1.1,5.3,6.4,2.1,0.7,0.2,1.6,1.3,19.8
2019,NBA,Harrison Barnes,barneha02,26.0,2TM,PF,77,77.0,2533,6.1,14.6,0.42,2.5,6.3,0.395,3.7,8.3,0.439,0.504,3.3,4.0,0.824,0.8,4.3,5.1,1.6,0.7,0.2,1.4,1.7,18.0
2020,NBA,Harrison Barnes,barneha02,27.0,SAC,PF,72,72.0,2482,5.3,11.5,0.46,1.5,3.9,0.381,3.8,7.6,0.501,0.525,3.1,3.9,0.801,1.1,4.0,5.1,2.3,0.6,0.2,1.3,1.3,15.2
2021,NBA,Harrison Barnes,barneha02,28.0,SAC,PF,58,58.0,2102,5.5,11.0,0.497,1.7,4.4,0.391,3.8,6.6,0.567,0.575,3.3,4.0,0.83,1.1,5.5,6.6,3.4,0.7,0.2,1.6,1.3,16.0
2022,NBA,Harrison Barnes,barneha02,29.0,SAC,PF,77,77.0,2587,5.4,11.6,0.469,2.0,5.0,0.394,3.5,6.6,0.525,0.554,4.7,5.7,0.826,1.1,4.9,6.0,2.6,0.7,0.2,1.6,1.3,17.6
